Date,Open,High,Low,Close,Adj Close,Volume
2020-05-07,41.590000,41.770000,41.220001,41.369999,41.046654,20173600
2020-05-08,42.020000,43.020000,41.700001,42.990002,42.653996,21962800
2020-05-11,42.779999,43.650002,42.610001,43.320000,42.981415,26098800
2020-05-12,43.939999,44.299999,43.189999,43.220001,42.882198,25817100
2020-05-13,43.410000,43.570000,41.310001,41.950001,41.622124,36986700
2020-05-14,43.430000,44.580002,43.259998,43.849998,43.507271,50417700
2020-05-15,42.930000,44.380001,42.849998,44.270000,43.923992,30573000
2020-05-18,45.209999,45.299999,44.330002,45.060001,44.707817,26980100
2020-05-19,44.830002,44.980000,44.410000,44.610001,44.261333,24345400
2020-05-20,45.049999,45.820000,45.029999,45.439999,45.084843,20184500
2020-05-21,45.450001,45.660000,44.560001,44.639999,44.291100,18674900
2020-05-22,44.669998,44.950001,44.119999,44.900002,44.549068,12592800
2020-05-26,45.779999,45.799999,44.680000,44.840000,44.489536,21776900
2020-05-27,45.040001,45.980000,44.799999,45.959999,45.600780,22157200
2020-05-28,45.900002,46.459999,45.369999,45.599998,45.243595,20013000
2020-05-29,46.040001,47.820000,45.410000,47.820000,47.446243,43570400
2020-06-01,47.150002,47.290001,46.230000,46.299999,45.938122,18712400
2020-06-02,46.400002,46.900002,45.880001,46.889999,46.523514,17285900
2020-06-03,46.980000,47.200001,46.540001,46.939999,46.573120,17492000
2020-06-04,46.770000,47.250000,46.529999,46.860001,46.493748,14100700
2020-06-05,47.270000,48.290001,47.200001,47.830002,47.456169,22591100
2020-06-08,47.459999,48.160000,47.119999,48.130001,47.753822,17820900
2020-06-09,48.020000,48.240002,47.490002,48.049999,47.674446,18597300
2020-06-10,47.660000,47.830002,47.119999,47.419998,47.049370,18462400
2020-06-11,46.990002,47.000000,43.639999,43.669998,43.328678,35582000
2020-06-12,44.959999,45.860001,44.110001,45.070000,44.717739,26116600
2020-06-15,44.119999,45.759998,43.930000,45.349998,44.995548,21300100
2020-06-16,47.410000,47.490002,45.910000,46.480000,46.116718,28074600
2020-06-17,46.750000,46.820000,45.900002,46.169998,45.809139,20390300
2020-06-18,45.790001,46.049999,45.349998,45.830002,45.471798,22423500
2020-06-19,46.259998,46.509998,45.049999,45.320000,44.965782,36103200
2020-06-22,45.110001,45.459999,44.810001,45.160000,44.807034,18398600
2020-06-23,45.919998,46.150002,45.320000,45.470001,45.114613,23222400
2020-06-24,45.290001,45.470001,44.389999,44.750000,44.400238,22840100
2020-06-25,44.770000,45.320000,44.200001,45.220001,44.866566,19114900
2020-06-26,45.119999,46.509998,44.630001,46.310001,45.948048,106928300
2020-06-29,46.340000,46.450001,45.669998,46.150002,45.789299,23875400
2020-06-30,46.150002,47.009998,46.099998,46.639999,46.275467,21888800
2020-07-01,46.540001,46.720001,46.000000,46.060001,45.700001,17129500
2020-07-02,46.070000,46.220001,45.480000,45.630001,45.630001,19632000
2020-07-06,46.070000,46.490002,45.869999,46.419998,46.419998,16152900
2020-07-07,46.119999,46.290001,45.560001,45.630001,45.630001,17102800
2020-07-08,45.590000,46.070000,45.320000,45.810001,45.810001,15020800
2020-07-09,46.599998,47.200001,46.220001,46.700001,46.700001,26027700
2020-07-10,46.730000,46.919998,46.240002,46.660000,46.660000,13775700
2020-07-13,46.869999,46.990002,45.779999,45.930000,45.930000,17965500
2020-07-14,45.490002,46.500000,45.410000,46.259998,46.259998,19303500
2020-07-15,46.500000,46.830002,45.990002,46.400002,46.400002,15705000
2020-07-16,45.700001,45.830002,45.200001,45.779999,45.779999,17709400
2020-07-17,46.040001,46.930000,45.880001,46.750000,46.750000,20389700
2020-07-20,46.669998,47.099998,46.259998,46.970001,46.970001,15966500
2020-07-21,47.279999,47.330002,46.849998,47.020000,47.020000,16044700
